3   47.86333300   35.30500000   340 96050 130   0.00 ZP   MOKRAYA RSBN Ch11 VORTAC
12  47.86333300   35.30500000   340 96050 130   0.00 ZP   MOKRAYA RSBN Ch11 VORTAC DME
3   48.88666700   24.68500000   894 96095 130   0.00 IF   IVANO-FRANKOVSK RSBN Ch20 VORTAC
12  48.88666700   24.68500000   894 96095 130   0.00 IF   IVANO-FRANKOVSK RSBN Ch20 VORTAC DME
3   50.33666700   30.87833300   393 96195 130   0.00 KB   BORYSPIL RSBN Ch40 VORTAC
12  50.33666700   30.87833300   393 96195 130   0.00 KB   BORYSPIL RSBN Ch40 VORTAC DME
3   46.66500000   30.01666700   137 96190 130   0.00 KE   LIMANSKOYE RSBN Ch39 VORTAC
12  46.66500000   30.01666700   137 96190 130   0.00 KE   LIMANSKOYE RSBN Ch39 VORTAC DME
3   48.41333300   39.39000000   618 96145 130   0.00 LU   LUGANSK RSBN Ch30 VORTAC
12  48.41333300   39.39000000   618 96145 130   0.00 LU   LUGANSK RSBN Ch30 VORTAC DME
3   49.81333300   23.94833300  1061 96110 130   0.00 LO   LVIV RSBN Ch23 VORTAC
12  49.81333300   23.94833300  1061 96110 130   0.00 LO   LVIV RSBN Ch23 VORTAC DME
3   44.68833300   33.57000000   270 96090 130   0.00 BP   BELBEK RSBN Ch19 VORTAC
12  44.68833300   33.57000000   270 96090 130   0.00 BP   BELBEK RSBN Ch19 VORTAC DME
3   45.02000000   33.98500000   622 96085 130   0.00 SI   SIMFEROPOL RSBN Ch18 VORTAC
12  45.02000000   33.98500000   622 96085 130   0.00 SI   SIMFEROPOL RSBN Ch18 VORTAC DME
3   49.24666700   23.78666700  1027 96050 130   0.00 BP   STRY RSBN Ch11 VORTAC
12  49.24666700   23.78666700  1027 96050 130   0.00 BP   STRY RSBN Ch11 VORTAC DME
3   49.79166700   30.43833300   575 96175 130   0.00 LV   UZIN RSBN Ch36 VORTAC
12  49.79166700   30.43833300   575 96175 130   0.00 LV   UZIN RSBN Ch36 VORTAC DME
3   49.92833300   36.29833300   494 96140 130   0.00 HR   KHARKOV RSBN Ch29 VORTAC
12  49.92833300   36.29833300   494 96140 130   0.00 HR   KHARKOV RSBN Ch29 VORTAC DME
3   46.66666700   32.50500000   138 96070 130   0.00 HE   KHERSON RSBN Ch15 VORTAC
12  46.66666700   32.50500000   138 96070 130   0.00 HE   KHERSON RSBN Ch15 VORTAC DME
3   53.76666700   27.57833300   644 96190 130   0.00 WN   MINSK RSBN Ch39 VORTAC
12  53.76666700   27.57833300   644 96190 130   0.00 WN   MINSK RSBN Ch39 VORTAC DME
3   40.60166700   49.56166700   -33 96050 130   0.00 GU   NASOSNAYA RSBN Ch11 VORTAC
12  40.60166700   49.56166700   -33 96050 130   0.00 GU   NASOSNAYA RSBN Ch11 VORTAC DME
3   39.19166700   45.45833300  2859 96175 130   0.00 TP   NAHICHEVAN RSBN Ch36 VORTAC
12  39.19166700   45.45833300  2859 96175 130   0.00 TP   NAHICHEVAN RSBN Ch36 VORTAC DME
3   47.70000000   67.73000000  1238 96140 130   0.00 GN   JEZKAZGAN RSBN Ch29 VORTAC
12  47.70000000   67.73000000  1238 96140 130   0.00 GN   JEZKAZGAN RSBN Ch29 VORTAC DME
3   53.20666700   63.54166700   595 96060 130   0.00 KT   KUSTANAY RSBN Ch13 VORTAC
12  53.20666700   63.54166700   595 96060 130   0.00 KT   KUSTANAY RSBN Ch13 VORTAC DME
3   52.18833300   77.07500000   383 96110 130   0.00 PW   PAVLODAR RSBN Ch23 VORTAC
12  52.18833300   77.07500000   383 96110 130   0.00 PW   PAVLODAR RSBN Ch23 VORTAC DME
3   50.34666700   80.25166700   674 96050 130   0.00 SP   SEMIPALATINSK RSBN Ch11 VORTAC
12  50.34666700   80.25166700   674 96050 130   0.00 SP   SEMIPALATINSK RSBN Ch11 VORTAC DME
3   42.86666700   71.28500000  2141 96190 130   0.00 MB   TARAZ RSBN Ch39 VORTAC
12  42.86666700   71.28500000  2141 96190 130   0.00 MB   TARAZ RSBN Ch39 VORTAC DME
3   50.03333300   82.50666700   939 96175 130   0.00 US   UST-KAMENOGORSK RSBN Ch36 VORTAC
12  50.03333300   82.50666700   939 96175 130   0.00 US   UST-KAMENOGORSK RSBN Ch36 VORTAC DME
3   42.36166700   69.47500000  1346 96085 130   0.00 EN   CHIMKENT RSBN Ch18 VORTAC
12  42.36166700   69.47500000  1346 96085 130   0.00 EN   CHIMKENT RSBN Ch18 VORTAC DME
3   40.60833300   72.79833300  2899 96170 130   0.00 OU   OSH RSBN Ch35 VORTAC
12  40.60833300   72.79833300  2899 96170 130   0.00 OU   OSH RSBN Ch35 VORTAC DME
3   38.54166700   68.81333300  2558 96005 130   0.00 FN   DUSHANBE RSBN Ch02 VORTAC
12  38.54166700   68.81333300  2558 96005 130   0.00 FN   DUSHANBE RSBN Ch02 VORTAC DME
3   40.21333300   69.70166700  1426 96175 130   0.00 HD   HUDJAND RSBN Ch36 VORTAC
12  40.21333300   69.70166700  1426 96175 130   0.00 HD   HUDJAND RSBN Ch36 VORTAC DME
3   40.72500000   72.29166700  1561 96145 130   0.00 AN   ANDIJAN RSBN Ch30 VORTAC
12  40.72500000   72.29166700  1561 96145 130   0.00 AN   ANDIJAN RSBN Ch30 VORTAC DME
3   37.62333300   67.51666700  1236 96020 130   0.00 TD   KAKAIDY RSBN Ch05 VORTAC
12  37.62333300   67.51666700  1236 96020 130   0.00 TD   KAKAIDY RSBN Ch05 VORTAC DME
3   38.82333300   65.92000000  1307 96130 130   0.00 WF   KARSHY RSBN Ch27 VORTAC
12  38.82333300   65.92000000  1307 96130 130   0.00 WF   KARSHY RSBN Ch27 VORTAC DME
3   41.31500000   69.39000000  1553 96150 130   0.00 IS   TASHKENT RSBN Ch31 VORTAC
12  41.31500000   69.39000000  1553 96150 130   0.00 IS   TASHKENT RSBN Ch31 VORTAC DME
3   40.35666700   71.74833300  2001 96140 130   0.00 ZU   FERGANA RSBN Ch29 VORTAC
12  40.35666700   71.74833300  2001 96140 130   0.00 ZU   FERGANA RSBN Ch29 VORTAC DME
99
